ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count
562,ESP,Limited,INITIAL_PURCHASE,Web,39.16,USD,9/27/19,1/2/20,97,No,Yes,9/27/19,9/30/19,Off,US/Canada,Consumer,Web,No,Yes,83,13,1,3,1
564,FRA,Limited,RENEWAL,Web,79,USD,6/1/19,12/4/19,186,No,Yes,6/1/19,6/4/19,Off,Europe,Consumer,Web,Yes,Yes,2,0,0,0,0
566,ESP,Limited,RENEWAL,Web,35.97,USD,8/17/19,5/20/20,277,No,Yes,8/17/19,8/20/19,On,Other,Consumer,Web,Yes,Yes,5,0,0,0,0
569,DEU,Limited,RENEWAL,Web,35.97,USD,8/26/19,6/9/20,288,No,Yes,8/26/19,8/29/19,On,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0
579,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/19/20,1/1/99,28806,No,Yes,10/22/19,10/25/19,Off,US/Canada,Consumer,Web,Yes,Yes,33,33,17,21,7
580,ITA,Limited,INITIAL_PURCHASE,Web,71.22,USD,6/23/19,6/23/20,366,Yes,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,1,0,0,0,0
582,ITA,Limited,RENEWAL,Web,119,USD,9/29/19,9/29/20,366,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,5,1,0,1,0
583,ESP,Limited,RENEWAL,Web,79,USD,5/15/19,5/15/20,366,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,6,1,3,1
586,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/27/19,5/5/20,221,No,Yes,10/4/19,10/7/19,On,Other,Consumer,Web,No,Yes,31,0,0,0,0
593,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/22/20,1/1/99,28803,No,Yes,2/21/20,2/24/20,Off,US/Canada,Consumer,Web,Yes,Yes,124,35,21,23,10
599,FRA,Limited,RENEWAL,Web,79,USD,3/30/19,9/30/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL
601,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,8/29/19,3/1/20,185,No,Yes,8/29/19,9/1/19,Off,Other,Consumer,Web,Yes,Yes,52,23,8,2,1
610,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,3/23/20,1/1/99,28773,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,55,34,10,13,4
611,ALL,Lifetime,INITIAL_PURCHASE,Web,216.66,USD,3/19/20,1/1/99,28777,No,Yes,3/2/20,3/5/20,Off,US/Canada,Consumer,Web,Yes,Yes,41,18,14,6,3
612,FRA,Limited,RENEWAL,Web,79,USD,5/11/19,11/14/19,187,No,Yes,5/11/19,5/14/19,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
619,CHI,Limited,INITIAL_PURCHASE,Web,46.8,USD,11/23/19,5/15/20,174,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,98,30,10,25,5
621,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/2/19,3/2/20,182,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,3,2,0,1,0
622,ESP,Limited,RENEWAL,Web,35.97,USD,10/22/19,7/22/20,274,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,15,13,0,2,0
624,ITA,Limited,RENEWAL,Web,79,USD,2/3/19,11/3/19,273,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,145,9,2,7,1
628,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/8/19,3/8/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0
634,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/24/20,1/1/99,28772,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,0,0,0,0
635,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/29/20,1/1/99,28796,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,198,66,57,11,2
647,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/26/20,1/1/99,28799,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,157,53,20,19,3
648,RUS,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/17/19,5/24/20,189,No,No,NULL,NULL,On,Europe,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
655,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,3/23/20,3/23/21,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,8,3,0,2,0
659,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/17/20,1/1/99,28779,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,205,118,6,83,2
671,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/23/20,1/1/99,28802,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,142,56,11,33,2
674,ALL,Lifetime,INITIAL_PURCHASE,Web,208.38,USD,2/22/20,1/1/99,28803,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0
675,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/23/20,1/1/99,28802,No,Yes,2/23/20,2/26/20,Off,Other,Consumer,Web,No,Yes,134,39,22,12,2
683,ALL,Lifetime,INITIAL_PURCHASE,Web,158,USD,2/12/20,1/1/99,28813,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,7,5,0,2,0
684,POL,Limited,INITIAL_PURCHASE,Web,41.63,USD,12/24/19,3/24/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,14,6,3,2,1
695,RUS,Limited,INITIAL_PURCHASE,Web,51.94,USD,8/26/19,1/12/20,139,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,29,22,22,1,1
696,ALL,Lifetime,INITIAL_PURCHASE,Web,200.34,USD,1/15/20,1/1/99,28841,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,10,4,4,1,1
697,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,9/4/19,12/4/19,91,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
712,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/16/20,6/16/20,92,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,10,2,0,2,0
716,ALL,Limited,INITIAL_PURCHASE,Web,179,USD,2/27/20,2/27/21,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
719,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/21/19,7/16/20,299,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,18,18,0,1,0
724,ESP,Limited,RENEWAL,Web,79,USD,11/10/19,5/14/20,186,No,Yes,11/10/19,11/13/19,Off,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0
732,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/25/19,10/25/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,200,26,5,12,2
735,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/15/20,1/1/99,28781,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,8,1,0,1,0
736,DEU,Limited,RENEWAL,Web,79,USD,12/28/18,3/28/20,456,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,4,3,3,1,1
737,FRA,Limited,RENEWAL,Web,35.97,USD,1/15/20,7/15/20,182,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,43,16,0,11,0
743,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/18/20,1/1/99,28778,No,Yes,3/18/20,3/21/20,Off,US/Canada,Consumer,Web,Yes,Yes,9,3,3,1,1
747,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,3/23/20,1/1/99,28773,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,6,1,1,1,1
750,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/27/19,3/30/20,277,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
753,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/6/20,3/6/21,365,No,Yes,3/6/20,3/9/20,On,US/Canada,Consumer,Web,No,Yes,1,0,0,0,0
755,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/14/20,5/14/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,31,0,0,0,0
758,POL,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/21/20,6/24/20,95,No,Yes,3/21/20,3/24/20,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0
762,DEU,Limited,INITIAL_PURCHASE,Web,39,USD,8/13/19,12/15/19,124,No,Yes,8/13/19,8/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
766,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/26/20,1/1/99,28770,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,158,13,0,8,0
768,RUS,Limited,INITIAL_PURCHASE,Web,39,USD,6/10/19,6/13/21,734,No,Yes,6/10/19,6/13/19,Off,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
770,CHI,Limited,INITIAL_PURCHASE,Web,34.39,USD,9/30/19,12/30/19,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,128,0,0,0,0
772,DEU,Limited,INITIAL_PURCHASE,Web,49,USD,12/19/19,6/22/20,186,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0
773,ESP,Limited,INITIAL_PURCHASE,Web,41.11,USD,8/16/19,2/22/20,190,No,Yes,8/16/19,8/19/19,Off,US/Canada,Consumer,Web,Yes,Yes,52,8,0,4,0
775,HIN,Limited,INITIAL_PURCHASE,Web,39,USD,1/9/20,4/9/20,91,No,Yes,9/24/18,9/27/18,Off,US/Canada,Consumer,App,Yes,Yes,41,39,5,16,2
776,ALL,Lifetime,INITIAL_PURCHASE,Web,197.91,USD,2/19/20,1/1/99,28806,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,89,9,2,8,2
777,ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,2/19/20,1/1/99,28806,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,22,15,13,3,1
778,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/31/20,1/1/99,28765,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,36,2,2,1,1
779,ALL,Limited,RENEWAL,Web,179,USD,4/5/19,4/5/21,731,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
780,DEU,Limited,RENEWAL,Web,79,USD,7/28/19,4/30/20,277,No,Yes,7/28/19,7/31/19,On,US/Canada,Consumer,App,No,Yes,3,2,0,1,0
782,ESP,Limited,INITIAL_PURCHASE,Web,38.24,USD,6/24/19,9/24/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
783,FRA,Lifetime,INITIAL_PURCHASE,Web,189,USD,12/25/19,1/1/99,28862,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,1,0,0,0,0
784,ENG,Limited,INITIAL_PURCHASE,Web,41.57,USD,8/13/19,2/16/20,187,No,Yes,8/13/19,8/16/19,Off,US/Canada,Consumer,App,Yes,Yes,48,0,0,0,0
786,ESP,Limited,INITIAL_PURCHASE,Web,70.06,USD,8/16/19,2/16/20,184,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0
787,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/19/19,4/19/20,183,Yes,No,NULL,NULL,On,Other,Consumer,Web,Yes,Yes,1,0,0,0,0
789,FRA,Limited,RENEWAL,Web,119,USD,8/11/19,9/8/20,394,No,No,NULL,NULL,On,Other,Consumer,Web,No,Yes,1,0,0,0,0
799,ESP,Limited,INITIAL_PURCHASE,Web,32.37,USD,9/4/19,3/8/20,186,No,Yes,9/4/19,9/7/19,Off,US/Canada,Consumer,Web,Yes,Yes,18,0,0,0,0
800,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/28/20,1/1/99,28768,No,Yes,1/15/20,1/18/20,Off,US/Canada,Consumer,Web,Yes,Yes,13,10,0,7,0
803,POL,Limited,INITIAL_PURCHASE,Web,66.6,USD,12/18/18,1/25/20,403,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,103,0,0,0,0
808,ESP,Limited,RENEWAL,Web,79,USD,1/25/19,10/25/19,273,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,196,27,0,21,0
822,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/21/20,1/1/99,28775,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,120,36,0,26,0
830,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,20,13,5,9,2
832,ESP,Limited,INITIAL_PURCHASE,Web,38.13,USD,1/22/20,4/26/20,95,No,Yes,1/22/20,1/25/20,Off,US/Canada,Consumer,Web,Yes,Yes,39,33,18,6,3
834,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/12/20,6/1/20,110,No,Yes,2/12/20,2/15/20,Off,Other,Consumer,Web,No,Yes,25,9,3,4,1
835,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,7/2/19,10/5/19,95,No,Yes,7/2/19,7/5/19,Off,US/Canada,Consumer,Web,No,Yes,31,12,1,9,1
836,ESP,Limited,RENEWAL,Web,79,USD,6/8/19,12/8/19,183,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,108,0,0,0,0
837,ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,3/16/20,1/1/99,28780,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,5,0,0,0,0
838,GRK,Limited,RENEWAL,Web,119,USD,7/24/19,7/24/20,366,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,5,4,4,1,1
844,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,31,12,11,4,3
851,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/29/20,5/1/20,93,No,Yes,1/29/20,2/1/20,On,Other,Consumer,Web,No,Yes,1,1,0,1,0
852,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/24/20,1/1/99,28772,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,190,22,2,10,1
855,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/19/20,1/1/99,28777,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,61,9,6,5,2
856,ENG,Limited,RENEWAL,Web,79,USD,4/8/19,1/8/20,275,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,130,0,0,0,0
859,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/20/19,6/20/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,3,0,2,0
860,ALL,Lifetime,INITIAL_PURCHASE,Web,202.23,USD,3/2/20,1/1/99,28794,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,60,10,1,7,1
864,ALL,Lifetime,INITIAL_PURCHASE,Web,216.11,USD,3/17/20,1/1/99,28779,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,6,2,0,1,0
868,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/28/19,9/28/19,92,No,No,NULL,NULL,On,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
870,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/28/20,1/1/99,28797,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,157,37,25,12,2
873,FRA,Limited,INITIAL_PURCHASE,Web,50.97,USD,8/10/19,2/13/20,187,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,13,13,0,2,0
874,ESP,Limited,RENEWAL,Web,35.97,USD,6/15/19,6/18/20,369,No,Yes,6/15/19,6/18/19,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
876,TGL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/5/20,1/1/99,28820,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,17,12,5,5,2
880,ALL,Lifetime,INITIAL_PURCHASE,Web,202.7,USD,3/10/20,1/1/99,28786,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,54,23,4,12,1
883,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/1/20,1/1/99,28824,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0
892,ENG,Limited,INITIAL_PURCHASE,Web,143.76,USD,3/15/19,4/1/22,1113,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,18,14,0,6,0
893,ARA,Limited,RENEWAL,Web,35.97,USD,10/5/19,7/8/20,277,No,Yes,10/5/19,10/8/19,On,Other,Consumer,Web,Yes,Yes,2,0,0,0,0
894,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/30/19,1/30/20,184,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,69,3,0,2,0
896,ENG,Limited,INITIAL_PURCHASE,Web,37.91,USD,9/11/19,12/22/19,102,Yes,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
903,ALL,Lifetime,INITIAL_PURCHASE,Web,242.78,USD,3/6/20,1/1/99,28790,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,236,118,96,23,5
909,ESP,Limited,INITIAL_PURCHASE,Web,41.44,USD,8/16/19,11/19/19,95,No,Yes,8/16/19,8/19/19,Off,US/Canada,Consumer,Web,No,Yes,4,1,1,1,1
912,ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,3/19/20,1/1/99,28777,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,10,9,4,3,1
913,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/25/20,1/1/99,28800,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0
918,ESP,Limited,INITIAL_PURCHASE,Web,109,USD,1/20/20,7/20/20,182,No,No,NULL,NULL,Off,US/Canada,Other,Web,Yes,Yes,1,0,0,0,0
920,ALL,Lifetime,INITIAL_PURCHASE,Web,205.54,USD,3/1/20,1/1/99,28795,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,205,86,26,15,4
930,FRA,Limited,INITIAL_PURCHASE,Web,32.37,USD,3/6/20,6/6/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,16,9,8,2,1
935,ALL,Lifetime,INITIAL_PURCHASE,Web,211.54,USD,3/5/20,1/1/99,28791,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,157,73,4,59,1
938,DEU,Limited,INITIAL_PURCHASE,Web,38.49,USD,3/28/20,7/5/20,99,No,Yes,3/28/20,4/4/20,On,US/Canada,Consumer,Web,Yes,Yes,109,56,18,23,1
940,LAT,Limited,INITIAL_PURCHASE,Web,119.88,USD,9/21/19,9/21/20,366,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,5,1,0,1,0
950,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,8/3/19,11/6/19,95,No,Yes,8/3/19,8/6/19,Off,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
953,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/4/19,12/7/19,94,No,Yes,9/4/19,9/7/19,Off,US/Canada,Consumer,Web,Yes,Yes,172,1,0,1,0
960,ENG,Limited,RENEWAL,Web,119,USD,6/25/19,7/9/20,380,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
964,FRA,Limited,RENEWAL,Web,119,USD,1/28/19,1/28/20,365,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,143,32,4,18,2
969,ALL,Lifetime,INITIAL_PURCHASE,Web,201.19,USD,2/25/20,1/1/99,28800,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,125,108,103,4,2
970,ITA,Limited,RENEWAL,Web,35.97,USD,7/3/19,7/10/20,373,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0
971,ESP,Limited,RENEWAL,Web,19.99,USD,12/10/19,5/18/20,160,No,Yes,12/10/19,12/13/19,On,US/Canada,Consumer,Web,Yes,Yes,19,18,0,2,0
977,KOR,Limited,INITIAL_PURCHASE,Web,38.27,USD,1/29/20,5/3/20,95,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,17,2,0,2,0
979,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/17/20,1/1/99,28779,No,Yes,10/13/19,10/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,51,21,9,12,4
986,CHI,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/18/19,4/21/20,186,No,Yes,10/18/19,10/21/19,Off,Other,Consumer,Web,Yes,Yes,6,6,0,1,0
994,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/17/19,3/17/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,27,6,1,3,1
998,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,8/5/19,11/8/19,95,No,Yes,8/5/19,8/8/19,Off,US/Canada,Consumer,Web,Yes,Yes,76,0,0,0,0
1002,NED,Limited,INITIAL_PURCHASE,Web,82.72,USD,1/17/20,4/21/20,95,No,Yes,1/17/20,1/20/20,Off,US/Canada,Consumer,Web,Yes,Yes,10,4,0,3,0
1005,RUS,Limited,INITIAL_PURCHASE,Web,37.77,USD,2/25/20,5/28/20,93,No,Yes,2/25/20,2/28/20,On,US/Canada,Consumer,Web,Yes,Yes,21,2,0,1,0
1009,ALL,Limited,INITIAL_PURCHASE,Web,91.88,USD,4/22/19,12/22/20,610,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,2,1,0,1,0
1010,ESC,Limited,RENEWAL,Web,79,USD,4/17/19,11/13/20,576,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,1,1,0,1,0
1011,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/19/20,1/1/99,28777,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0
1012,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/9/20,1/1/99,28787,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0
1016,JPN,Lifetime,INITIAL_PURCHASE,Web,189,USD,11/29/19,1/1/99,28888,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,4,2,2,1,1
1017,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/21/20,1/1/99,28804,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1021,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/25/20,1/1/99,28771,No,Yes,3/25/20,3/28/20,Off,US/Canada,Consumer,Web,Yes,Yes,173,24,20,6,2
1026,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/30/20,1/1/99,28766,No,Yes,3/25/20,3/28/20,Off,US/Canada,Consumer,Web,No,Yes,4,4,2,2,1
1028,ESP,Limited,INITIAL_PURCHASE,Web,119.88,USD,8/4/19,9/11/19,38,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,2,2,0,1,0
1030,DEU,Limited,INITIAL_PURCHASE,Web,38.13,USD,8/20/19,5/28/20,282,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,5,5,0,4,0
1033,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/21/20,1/1/99,28804,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,114,5,4,2,1
1034,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/13/19,11/16/19,95,No,Yes,8/13/19,8/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,183,16,2,15,1
1038,FRA,Limited,INITIAL_PURCHASE,Web,19.99,USD,12/31/19,2/6/20,37,No,Yes,12/31/19,1/3/20,On,US/Canada,Consumer,Web,Yes,Yes,161,68,36,28,10
1040,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,3/20/20,1/1/99,28776,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,135,15,10,5,2
1043,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/29/19,3/2/20,94,No,Yes,11/29/19,12/2/19,Off,US/Canada,Consumer,Web,Yes,Yes,44,4,0,3,0
1049,POR,Limited,INITIAL_PURCHASE,Web,65.94,USD,6/24/19,12/24/19,183,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1052,ESC,Limited,INITIAL_PURCHASE,Web,143.76,USD,7/25/19,7/25/21,731,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
1055,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/11/20,5/14/20,93,No,No,NULL,NULL,Off,Other,Consumer,Web,Yes,Yes,1,1,0,1,0
1065,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/10/19,10/10/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1066,NED,Limited,RENEWAL,Web,35.97,USD,4/3/19,7/3/20,457,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,3,2,0,1,0
1067,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/20/20,1/1/99,28805,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,145,33,4,28,3
1068,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,3/23/20,3/23/22,730,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,93,64,3,30,1
1071,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,USD,3/12/20,1/1/99,28784,Yes,No,NULL,NULL,Off,Europe,Consumer,App,No,Yes,2,0,0,0,0
1076,CHI,Limited,RENEWAL,Web,79,USD,3/19/19,9/19/19,184,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,184,11,0,11,0
1077,POR,Limited,RENEWAL,Web,79,USD,11/4/19,5/7/20,185,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,2,0,0,0,0
